UniqueCount	AmbigCount
0	11945935
0	4190164
0	771682
0	3568
0	12874
0	618456
0	2951
0	974
0	270
0	91
0	23
0	4
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	25
0	2
0	9
0	5
0	2
0	22
0	38
0	0
0	2
0	0
0	3
0	20
0	0
0	87
0	23
0	2
0	41
0	4
0	2
0	41
0	0
0	4
0	5
0	5
0	1
0	4
0	5
0	21
0	15
0	3
0	7
0	0
0	34
0	12
0	6
0	32
0	1
0	25
0	9
0	0
0	3
0	21
0	13
0	2
0	11
0	14
0	52
0	21
0	0
0	8
0	3
0	6
0	2
0	4
0	14
0	15
0	15
0	10
0	12
0	1
0	4
0	10
0	2
0	12
0	12
0	10
0	9
0	13
0	0
0	23
0	15
0	54
0	27
0	0
0	2
0	11
0	54
0	2
0	7
0	16
0	3
0	11
0	0
0	5
0	0
0	2
0	8
0	13
0	16
0	38
0	20
0	21
0	16
0	28
0	36
0	16
0	9
0	18
0	9
0	0
0	4
0	12
0	34
0	5
0	0
0	12
0	7
0	4
0	11
0	0
0	5
0	25
0	3
0	22
0	1
0	7
0	12
0	17
0	6
0	0
0	11
0	40
0	4
0	2
0	14
0	13
0	8
0	6
0	0
0	35
0	1
0	29
0	34
0	40
0	4
0	15
0	7
0	7
0	6
0	2
0	7
0	8
0	0
0	8
0	7
0	4
0	2
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	0
0	1
0	2
0	1
0	0
0	1
0	1
0	1
0	0
0	1
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	8
0	0
0	2
0	1
0	2
0	1
0	3
0	1
0	9
0	3
0	8
0	10
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	122
0	102
0	0
0	9
0	9
0	0
0	0
0	0
0	13
0	44
0	132
0	50
0	100
0	49
0	50
0	20
0	28
0	18
0	6
0	8
0	0
0	905
0	858
0	65
0	551
0	70
0	35
0	975
0	875
0	26
0	3
0	4
0	121
0	12
0	36
0	0
0	0
0	19
0	17
0	0
0	0
0	0
0	121
0	26
0	35
0	12
0	4
0	0
0	3
0	3
0	0
0	0
0	4775
0	1859
0	14
0	11199
0	6317
0	15276
0	16564
0	12923
0	303
0	1668
0	2394
0	8777
0	5925
0	4504
0	110
0	10602
0	1896
0	1859
0	5965
0	3555
0	3693
0	13
0	14
0	1646
0	1573
0	2395
0	15898
0	34
0	152
0	27
0	242
0	1
0	221
0	759
0	83
0	498
0	73
0	1435
0	1739
0	1000
0	409
0	2
0	229
0	73
0	66
0	64
0	438
0	658
0	2849
0	72
0	86
0	10
0	217
0	348
0	438
0	125
0	1046
0	21
0	82
0	94
0	52
0	32
0	317
0	836
0	22
0	204
0	3
0	37
0	7
0	46
0	1278
0	245
0	142
0	19
0	409
0	2743
0	69
0	1153
0	147
0	280
0	933
0	727
0	817
0	0
0	13
0	49
0	48
0	0
0	1
0	23
0	6
0	840
0	62
0	63
0	150
0	270
0	1717
0	263
0	1475
0	729
0	127
0	2844
0	11
0	71
0	207
0	1072
0	1118
0	331
0	508
0	13
0	99
0	17
0	18
0	46
0	699
0	400
0	2
0	2462
0	289
0	18
0	594
0	122
0	920
0	0
0	17
0	0
0	1327
0	344
0	219
0	823
0	120
0	19
0	194
0	2
0	112
0	1435
0	7
0	409
0	10
0	217
0	758
0	2742
0	82
0	125
0	438
0	619
0	555
0	107
0	216
0	63
0	915
0	0
0	18
0	1432
0	118
0	111
0	0
0	652
0	57
0	31
0	819
0	0
0	37
0	0
0	3
0	1
0	1739
0	82
0	280
0	348
0	0
0	164
0	37
0	438
0	86
0	94
0	1153
0	1254
0	83
0	52
0	46
0	245
0	0
0	18
0	10
0	1219
0	18
0	99
0	13
0	508
0	885
0	113
0	1072
0	30
0	24
0	16
0	1999
0	0
0	52
0	308
0	988
0	457
0	238
0	819
0	44
0	2
0	42
0	3
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1096
0	1042
0	11593
0	4708
0	2630
0	1322
0	3093
0	85
0	3249
0	2546
0	2195
0	584
0	2727
0	1
0	117
0	79
0	91
0	63
0	71
0	9
0	44
0	3
0	39
0	38
0	5
0	6
0	9
0	8
0	0
0	111
0	87
0	7
0	14
0	14
0	2
0	17
0	7
0	159
0	188
0	207
0	152
0	323
0	173
0	240
0	153
0	220
0	221
0	204
0	248
0	139
0	0
0	10
0	4
0	7
0	10
0	4
0	4
0	12
0	38
0	37
0	9
0	9
0	4
0	19
0	17
0	11
0	17
0	16
0	6
0	8
0	9
0	7
0	14
0	9
0	9
0	1
0	0
0	14
0	16
0	16
0	14
0	14
0	4
0	14
0	40
0	40
0	19
0	74
0	33
0	12
0	82
0	18
0	4
0	5
0	20
0	5
0	16
0	46
0	51
0	44
0	25
0	18
0	10
0	8
0	0
0	5
0	2
0	10
0	3
0	10
0	3
0	0
0	0
0	16
0	14
0	41
0	48
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	9
0	3
0	0
0	4
0	7
0	0
0	0
0	1
0	10
0	0
0	4
0	43
0	44
0	16
0	14
0	8
0	8
0	13
0	13
0	10
0	8
0	4
0	6
0	8
0	4
0	4
0	7
0	7
0	0
0	5
0	0
0	0
0	430
0	10
0	0
0	0
0	0
0	39
0	38
0	4
0	7
0	14
0	9
0	16
0	14
0	14
0	14
0	4
0	3
0	3
0	9
0	3
0	3
0	0
0	0
0	7
0	7
0	7
0	7
0	78
0	0
0	4
0	43
0	43
0	13
0	11
0	0
0	1
0	41
0	41
0	3
0	39
0	37
0	0
0	10
0	10
0	0
0	4
0	0
0	16
0	0
0	8
0	0
0	0
0	0
0	30
0	40
0	40
0	17
0	17
0	0
0	0
0	13
0	7
0	236
0	227
0	173
0	163
0	146
0	148
0	42
0	33
0	40
0	42
0	48
0	41
0	28
0	8
0	39
0	40
0	40
0	40
0	10
0	5
0	17
0	8
0	0
0	0
0	1
0	1
0	9
0	7
0	39
0	39
0	9
0	1
0	23
0	40
0	9
0	9
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	14
0	4
0	0
0	14
0	14
0	14
0	8
0	14
0	10
0	10
0	9
0	7
0	7
0	7
0	4
0	5
0	7
0	10
0	12
0	6
0	4
0	9
0	2
0	0
0	1
0	0
0	38
0	35
0	0
0	20
0	13
0	3
0	6
0	1
0	0
0	0
0	14
0	1
0	90
0	82
0	86
0	14
0	1
0	36
0	10
0	9
0	9
0	7
0	88
0	6
0	17
0	13
0	10
0	12
0	116
0	110
0	110
0	24
0	21
0	19
0	0
0	14
0	14
0	14
0	6
0	14
0	0
0	0
0	9
0	9
0	0
0	0
0	0
0	0
0	0
0	3
0	2
0	5
0	5
0	7
0	0
0	2
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	2
0	0
0	6
0	9
0	2
0	0
0	2
0	2
0	2
0	40
0	12
0	12
0	12
0	8
0	12
0	5
0	13
0	55
0	40
0	58
0	30
0	18
0	19
0	13
0	13
